persentase_kehadiran,rata_rata_nilai,tren_nilai,jumlah_mapel_di_bawah_kkm,status_kip,jarak_rumah_km,jumlah_pelanggaran,pekerjaan_ortu,pendidikan_ortu,jumlah_saudara,putus_sekolah,sumber,id_siswa,nama,kelas,angkatan
86.1,73.3,2.2,4,0,8.7,5,3,4,2,0,StudentExpanded,STU14134,Irfan L,X RPL 2,2023
100.0,82.3,2.0,0,0,2.9,4,3,3,2,0,StudentExpanded,STU14135,Jasmine L,X AKL 1,2023
93.1,66.0,0.6,4,0,1.6,1,3,4,2,0,StudentExpanded,STU14136,Koko L,XI TKJ 1,2022
100.0,91.3,-2.1,0,0,3.3,6,3,3,3,0,StudentExpanded,STU14137,Lestari L,XI TKJ 2,2022
64.6,57.7,5.3,2,1,8.2,2,3,3,3,1,StudentExpanded,STU14138,Mitra L,XI RPL 1,2022
91.3,59.0,-1.4,3,0,2.7,5,3,4,2,1,StudentExpanded,STU14139,Nopal L,XI RPL 2,2022
72.3,67.0,-2.4,2,0,4.5,1,1,1,3,0,StudentExpanded,STU14140,Olivia L,XI AKL 1,2022
84.8,83.0,0.3,0,0,1.2,5,3,3,1,0,StudentExpanded,STU14141,Prabu L,XII TKJ 1,2021
93.7,54.7,2.1,2,0,2.9,1,1,1,4,1,StudentExpanded,STU14142,Raka L,XII TKJ 2,2021
70.7,46.0,1.5,2,1,1.6,1,1,1,3,1,StudentExpanded,STU14143,Sinta L,XII RPL 1,2021
61.1,63.7,1.7,3,1,3.0,2,3,3,1,1,StudentExpanded,STU14144,Taufik L,XII RPL 2,2021
79.0,72.7,3.6,2,0,6.4,3,3,3,6,0,StudentExpanded,STU14145,Uci L,XII AKL 1,2021
87.9,80.7,0.9,0,0,0.5,1,3,4,1,0,StudentExpanded,STU14146,Vera L,X TKJ 1,2023
93.8,68.0,4.0,2,1,6.4,2,2,2,5,0,StudentExpanded,STU14147,Wulan L,X TKJ 2,2023
66.0,46.7,1.5,4,0,6.2,5,3,3,4,1,StudentExpanded,STU14148,Yanto L,X RPL 1,2023
75.7,70.0,-0.2,4,0,0.5,4,2,2,2,0,StudentExpanded,STU14149,Zaki L,X RPL 2,2023
90.4,86.0,-1.3,0,1,0.8,2,3,3,1,0,StudentExpanded,STU14150,Aldi L,X AKL 1,2023
88.1,49.3,4.2,4,0,3.2,0,2,2,3,1,StudentExpanded,STU14151,Bening L,XI TKJ 1,2022
86.8,69.0,2.0,2,0,14.6,2,1,1,0,0,StudentExpanded,STU14152,Cakra L,XI TKJ 2,2022
80.3,62.3,-1.0,4,1,1.8,1,3,3,2,1,StudentExpanded,STU14153,Darma L,XI RPL 1,2022
74.5,78.0,-1.3,0,0,1.7,0,3,3,2,0,StudentExpanded,STU14154,Elang L,XI RPL 2,2022
93.3,50.0,-3.1,3,1,2.5,1,3,3,2,1,StudentExpanded,STU14155,Fitri L,XI AKL 1,2022
99.5,56.7,5.1,2,0,4.9,4,3,3,0,1,StudentExpanded,STU14156,Gilang L,XII TKJ 1,2021
74.8,67.7,1.5,2,1,1.6,0,3,3,3,0,StudentExpanded,STU14157,Haris L,XII TKJ 2,2021
72.0,45.3,4.4,2,0,3.5,0,2,2,4,1,StudentExpanded,STU14158,Ika L,XII RPL 1,2021
96.8,82.7,6.3,0,0,1.7,2,3,4,1,0,StudentExpanded,STU14159,Janur L,XII RPL 2,2021
82.8,51.7,5.6,3,1,17.8,3,3,3,5,1,StudentExpanded,STU14160,Kamil L,XII AKL 1,2021
93.9,75.7,-1.2,0,0,8.5,1,3,3,1,0,StudentExpanded,STU14161,Lira L,X TKJ 1,2023
83.3,46.3,8.7,4,1,3.7,2,3,4,2,1,StudentExpanded,STU14162,Melda L,X TKJ 2,2023
92.9,86.0,2.3,0,0,7.9,5,3,4,1,0,StudentExpanded,STU14163,Naim L,X RPL 1,2023
76.3,62.0,-3.5,2,0,2.0,1,3,3,0,1,StudentExpanded,STU14164,Omar2 L,X RPL 2,2023
53.6,68.0,0.8,2,0,1.7,0,2,2,6,0,StudentExpanded,STU14165,Pertiwi L,X AKL 1,2023
88.4,77.7,0.4,0,0,0.8,1,3,4,2,0,StudentExpanded,STU14166,Rafi L,XI TKJ 1,2022
93.9,68.0,1.3,4,1,3.4,2,3,3,0,0,StudentExpanded,STU14167,Salsa L,XI TKJ 2,2022
89.0,73.3,0.9,4,0,0.5,2,1,1,1,0,StudentExpanded,STU14168,Titis L,XI RPL 1,2022
67.1,41.3,1.9,2,1,14.7,3,3,4,3,1,StudentExpanded,STU14169,Umam L,XI RPL 2,2022
69.0,38.3,-2.1,2,0,0.5,4,2,2,1,1,StudentExpanded,STU14170,Vino L,XI AKL 1,2022
100.0,52.0,1.0,2,0,1.4,3,2,2,0,1,StudentExpanded,STU14171,Winda L,XII TKJ 1,2021
90.5,76.0,-1.2,0,0,2.5,0,1,1,4,0,StudentExpanded,STU14172,Yudha L,XII TKJ 2,2021
51.6,84.0,0.6,0,1,2.5,3,3,3,4,0,StudentExpanded,STU14173,Zara L,XII RPL 1,2021
80.8,97.0,-0.5,0,0,4.5,0,3,4,0,0,StudentExpanded,STU14174,Arya L,XII RPL 2,2021
83.6,84.3,-1.2,0,0,8.7,1,3,3,4,0,StudentExpanded,STU14175,Bella L,XII AKL 1,2021
69.4,90.0,2.3,0,1,11.5,0,1,1,2,0,StudentExpanded,STU14176,Candra L,X TKJ 1,2023
81.5,67.3,1.5,4,0,12.0,4,2,2,2,0,StudentExpanded,STU14177,Danu L,X TKJ 2,2023
77.8,76.0,1.3,0,0,2.6,3,3,3,1,0,StudentExpanded,STU14178,Ervina L,X RPL 1,2023
87.2,71.3,-1.3,1,1,5.4,2,2,2,1,0,StudentExpanded,STU14179,Faris L,X RPL 2,2023
80.1,71.7,1.8,4,0,3.9,1,2,2,2,0,StudentExpanded,STU14180,Gina L,X AKL 1,2023
72.1,63.0,-0.1,4,0,0.5,0,3,4,2,1,StudentExpanded,STU14181,Huda L,XI TKJ 1,2022
81.7,84.0,-1.2,0,0,0.5,2,3,3,3,0,StudentExpanded,STU14182,Irvan L,XI TKJ 2,2022
96.0,66.7,3.0,2,0,9.3,3,3,3,1,0,StudentExpanded,STU14183,Joko2 L,XI RPL 1,2022
83.6,63.3,2.5,2,0,1.3,3,3,3,0,1,StudentExpanded,STU14184,Kartini L,XI RPL 2,2022
82.0,76.3,-9.0,0,0,1.6,3,3,3,3,0,StudentExpanded,STU14185,Lestari2 L,XI AKL 1,2022
85.1,49.3,-6.4,3,0,3.0,2,1,1,4,1,StudentExpanded,STU14186,Manuel L,XII TKJ 1,2021
83.4,67.0,4.7,3,0,17.1,4,3,3,7,0,StudentExpanded,STU14187,Nisa L,XII TKJ 2,2021
67.7,71.3,-3.7,3,0,4.2,4,3,3,3,0,StudentExpanded,STU14188,Oscar L,XII RPL 1,2021
96.8,82.3,-3.9,0,0,2.0,2,2,2,1,0,StudentExpanded,STU14189,Putri2 L,XII RPL 2,2021
73.8,66.0,-0.4,1,0,1.3,1,2,2,2,0,StudentExpanded,STU14190,Rahma L,XII AKL 1,2021
80.5,78.3,0.8,0,0,8.9,2,3,3,3,0,StudentExpanded,STU14191,Adi L,X TKJ 1,2023
62.9,78.0,-1.5,0,0,2.2,0,3,3,1,0,StudentExpanded,STU14192,Budi2 L,X TKJ 2,2023
98.1,78.7,-9.2,0,0,2.7,4,3,3,4,0,StudentExpanded,STU14193,Citra2 L,X RPL 1,2023
91.0,95.7,0.5,0,0,1.0,0,1,1,0,0,StudentExpanded,STU14194,Dewi2 L,X RPL 2,2023
91.1,84.0,5.4,0,1,2.1,3,3,4,2,0,StudentExpanded,STU14195,Eka2 L,X AKL 1,2023
95.2,65.0,-4.1,4,0,2.8,2,3,4,0,0,StudentExpanded,STU14196,Fajar2 L,XI TKJ 1,2022
90.5,40.7,4.9,4,1,6.6,4,3,4,0,1,StudentExpanded,STU14197,Gita2 L,XI TKJ 2,2022
71.0,58.0,-0.8,1,0,1.3,1,3,3,7,1,StudentExpanded,STU14198,Hadi2 L,XI RPL 1,2022
88.0,89.3,5.4,0,0,1.0,1,3,4,0,0,StudentExpanded,STU14199,Indah2 L,XI RPL 2,2022
80.1,57.0,1.9,3,1,9.7,1,1,1,4,1,StudentExpanded,STU14200,Joko3 L,XI AKL 1,2022
79.1,59.0,-1.6,4,1,4.3,2,3,3,3,1,StudentExpanded,STU14201,Andi M,XII TKJ 1,2021
77.1,96.0,1.9,0,0,8.0,3,2,2,2,0,StudentExpanded,STU14202,Budi M,XII TKJ 2,2021
100.0,79.0,3.9,0,0,1.8,2,3,4,5,0,StudentExpanded,STU14203,Citra M,XII RPL 1,2021
98.7,67.7,-4.4,2,0,2.8,4,3,4,1,0,StudentExpanded,STU14204,Dewi M,XII RPL 2,2021
92.7,80.0,0.3,0,0,8.3,1,3,4,1,0,StudentExpanded,STU14205,Eka M,XII AKL 1,2021
100.0,63.7,3.1,3,0,8.9,1,1,1,0,1,StudentExpanded,STU14206,Fajar M,X TKJ 1,2023
91.2,70.3,-1.0,2,0,1.3,4,3,4,4,0,StudentExpanded,STU14207,Gita M,X TKJ 2,2023
83.7,91.0,-3.9,0,0,4.4,1,3,4,2,0,StudentExpanded,STU14208,Hadi M,X RPL 1,2023
75.1,57.0,6.1,3,1,1.3,3,2,2,1,1,StudentExpanded,STU14209,Indah M,X RPL 2,2023
92.5,83.3,-5.4,0,0,1.4,3,1,1,2,0,StudentExpanded,STU14210,Joko M,X AKL 1,2023
65.9,82.7,-0.9,0,0,15.0,1,3,3,5,0,StudentExpanded,STU14211,Kartika M,XI TKJ 1,2022
96.0,65.0,-0.2,2,1,2.4,0,3,3,1,0,StudentExpanded,STU14212,Lukman M,XI TKJ 2,2022
59.9,71.7,6.3,1,0,11.2,2,3,4,2,0,StudentExpanded,STU14213,Maya M,XI RPL 1,2022
99.3,64.0,-6.7,1,0,8.1,4,1,1,3,1,StudentExpanded,STU14214,Nanda M,XI RPL 2,2022
89.6,60.7,-0.0,3,0,0.5,2,2,2,1,1,StudentExpanded,STU14215,Omar M,XI AKL 1,2022
100.0,97.7,-1.9,0,0,2.9,5,3,3,2,0,StudentExpanded,STU14216,Putri M,XII TKJ 1,2021
91.0,91.7,-1.9,0,1,3.6,3,3,4,3,0,StudentExpanded,STU14217,Rizky M,XII TKJ 2,2021
99.0,95.7,4.7,0,0,0.5,2,2,2,4,0,StudentExpanded,STU14218,Sari M,XII RPL 1,2021
92.6,60.7,-2.9,2,0,0.5,2,3,4,5,1,StudentExpanded,STU14219,Tono M,XII RPL 2,2021
74.6,89.7,-3.8,0,0,0.9,2,3,3,2,0,StudentExpanded,STU14220,Ulya M,XII AKL 1,2021
67.4,67.0,-3.5,1,0,4.9,3,2,2,2,0,StudentExpanded,STU14221,Vina M,X TKJ 1,2023
70.8,74.0,0.5,4,1,6.5,2,3,3,1,0,StudentExpanded,STU14222,Wahyu M,X TKJ 2,2023
82.3,64.0,-0.1,2,0,9.4,1,3,3,3,1,StudentExpanded,STU14223,Xena M,X RPL 1,2023
86.6,83.3,-0.8,0,0,1.1,2,3,4,5,0,StudentExpanded,STU14224,Yoga M,X RPL 2,2023
78.6,40.3,-1.6,4,1,0.5,1,3,3,3,1,StudentExpanded,STU14225,Zahra M,X AKL 1,2023
94.4,85.0,4.3,0,0,4.0,2,3,4,2,0,StudentExpanded,STU14226,Agus M,XI TKJ 1,2022
69.7,54.0,-5.9,3,1,14.0,2,2,2,2,1,StudentExpanded,STU14227,Bayu M,XI TKJ 2,2022
95.7,65.7,3.6,2,0,2.8,2,3,3,1,0,StudentExpanded,STU14228,Cahaya M,XI RPL 1,2022
91.9,77.0,-4.2,0,0,2.8,6,1,1,1,0,StudentExpanded,STU14229,Dimas M,XI RPL 2,2022
100.0,89.0,3.2,0,0,13.8,3,3,4,4,0,StudentExpanded,STU14230,Elin M,XI AKL 1,2022
90.5,70.0,2.4,2,1,2.0,2,3,3,1,0,StudentExpanded,STU14231,Fadil M,XII TKJ 1,2021
83.4,72.3,1.9,3,0,0.9,2,2,2,0,0,StudentExpanded,STU14232,Glen M,XII TKJ 2,2021
100.0,69.0,-0.3,4,0,0.5,0,2,2,2,0,StudentExpanded,STU14233,Hana M,XII RPL 1,2021
81.3,63.0,-1.3,4,1,0.5,0,3,3,3,1,StudentExpanded,STU14234,Irfan M,XII RPL 2,2021
88.9,73.0,0.6,3,0,18.4,3,2,2,2,0,StudentExpanded,STU14235,Jasmine M,XII AKL 1,2021
86.3,49.0,3.4,2,0,1.8,3,3,3,3,1,StudentExpanded,STU14236,Koko M,X TKJ 1,2023
93.4,47.3,-1.0,3,1,4.5,2,3,3,4,1,StudentExpanded,STU14237,Lestari M,X TKJ 2,2023
82.9,58.0,-1.5,4,0,16.6,1,3,3,3,1,StudentExpanded,STU14238,Mitra M,X RPL 1,2023
100.0,77.0,-0.1,0,0,6.2,0,3,3,0,0,StudentExpanded,STU14239,Nopal M,X RPL 2,2023
75.9,72.7,-0.8,1,0,4.5,2,3,4,1,0,StudentExpanded,STU14240,Olivia M,X AKL 1,2023
100.0,53.7,-0.5,1,1,6.8,2,3,4,0,1,StudentExpanded,STU14241,Prabu M,XI TKJ 1,2022
66.7,93.3,5.0,0,0,15.3,0,3,3,1,0,StudentExpanded,STU14242,Raka M,XI TKJ 2,2022
71.1,79.3,-2.3,0,1,2.1,2,3,3,0,0,StudentExpanded,STU14243,Sinta M,XI RPL 1,2022
62.2,77.7,3.8,0,0,7.2,0,2,2,1,0,StudentExpanded,STU14244,Taufik M,XI RPL 2,2022
70.4,71.3,2.8,3,0,0.5,3,3,3,7,0,StudentExpanded,STU14245,Uci M,XI AKL 1,2022
62.5,85.3,-4.3,0,1,0.6,2,3,4,4,0,StudentExpanded,STU14246,Vera M,XII TKJ 1,2021
87.4,79.0,-2.1,0,0,6.3,1,3,3,0,0,StudentExpanded,STU14247,Wulan M,XII TKJ 2,2021
70.7,70.7,-0.2,4,0,2.5,3,3,4,3,0,StudentExpanded,STU14248,Yanto M,XII RPL 1,2021
100.0,79.7,-0.2,0,0,9.7,5,3,3,1,0,StudentExpanded,STU14249,Zaki M,XII RPL 2,2021
92.0,72.3,-1.6,4,1,0.5,2,3,4,3,0,StudentExpanded,STU14250,Aldi M,XII AKL 1,2021
87.4,82.0,3.0,0,0,0.5,3,2,2,2,0,StudentExpanded,STU14251,Bening M,X TKJ 1,2023
92.9,94.7,0.6,0,0,11.7,2,2,2,2,0,StudentExpanded,STU14252,Cakra M,X TKJ 2,2023
92.5,64.0,0.2,3,1,0.5,3,3,3,1,1,StudentExpanded,STU14253,Darma M,X RPL 1,2023
100.0,74.3,3.9,4,0,1.3,2,1,1,5,0,StudentExpanded,STU14254,Elang M,X RPL 2,2023
77.1,73.0,-2.2,1,0,2.9,2,3,4,2,0,StudentExpanded,STU14255,Fitri M,X AKL 1,2023
72.5,63.7,-1.7,2,1,5.6,0,2,2,6,1,StudentExpanded,STU14256,Gilang M,XI TKJ 1,2022
92.6,81.7,-1.2,0,0,12.2,1,3,4,5,0,StudentExpanded,STU14257,Haris M,XI TKJ 2,2022
100.0,53.3,-4.2,2,1,0.5,2,3,4,3,1,StudentExpanded,STU14258,Ika M,XI RPL 1,2022
66.4,84.3,-0.1,0,0,0.5,2,3,3,2,0,StudentExpanded,STU14259,Janur M,XI RPL 2,2022
94.3,91.7,1.9,0,0,0.5,3,3,4,2,0,StudentExpanded,STU14260,Kamil M,XI AKL 1,2022
100.0,84.0,-3.8,0,0,25.0,1,2,2,3,0,StudentExpanded,STU14261,Lira M,XII TKJ 1,2021
86.1,34.3,-3.1,4,0,0.5,1,1,1,1,1,StudentExpanded,STU14262,Melda M,XII TKJ 2,2021
87.1,60.7,0.1,4,0,1.0,2,2,2,5,1,StudentExpanded,STU14263,Naim M,XII RPL 1,2021
91.9,69.0,1.0,1,1,2.8,3,1,1,3,0,StudentExpanded,STU14264,Omar2 M,XII RPL 2,2021
100.0,93.0,-0.7,0,1,8.7,6,3,4,0,0,StudentExpanded,STU14265,Pertiwi M,XII AKL 1,2021
91.6,48.3,-1.2,4,1,3.3,3,2,2,1,1,StudentExpanded,STU14266,Rafi M,X TKJ 1,2023
61.0,71.3,4.0,4,0,0.5,1,3,4,4,0,StudentExpanded,STU14267,Salsa M,X TKJ 2,2023
82.1,66.7,-1.7,3,0,3.4,3,2,2,3,0,StudentExpanded,STU14268,Titis M,X RPL 1,2023
86.2,74.7,4.5,4,1,2.5,2,3,3,1,0,StudentExpanded,STU14269,Umam M,X RPL 2,2023
100.0,73.0,-1.7,3,0,5.7,3,3,4,1,0,StudentExpanded,STU14270,Vino M,X AKL 1,2023
87.2,79.7,1.6,0,1,8.9,0,3,4,7,0,StudentExpanded,STU14271,Winda M,XI TKJ 1,2022
87.4,85.7,-1.8,0,1,0.5,0,3,3,3,0,StudentExpanded,STU14272,Yudha M,XI TKJ 2,2022
79.5,44.3,-1.3,3,0,9.9,3,2,2,1,1,StudentExpanded,STU14273,Zara M,XI RPL 1,2022
88.1,72.3,-1.9,2,1,1.1,1,2,2,0,0,StudentExpanded,STU14274,Arya M,XI RPL 2,2022
84.3,78.3,2.2,0,1,0.5,2,3,4,1,0,StudentExpanded,STU14275,Bella M,XI AKL 1,2022
78.4,73.3,4.9,2,0,5.6,5,3,3,2,0,StudentExpanded,STU14276,Candra M,XII TKJ 1,2021
86.1,91.7,0.3,0,0,0.5,1,3,3,2,0,StudentExpanded,STU14277,Danu M,XII TKJ 2,2021
80.6,30.0,-3.1,3,0,3.8,2,1,1,3,1,StudentExpanded,STU14278,Ervina M,XII RPL 1,2021
98.0,93.7,1.9,0,0,15.2,2,2,2,4,0,StudentExpanded,STU14279,Faris M,XII RPL 2,2021
100.0,58.3,4.4,4,0,4.5,3,3,3,2,1,StudentExpanded,STU14280,Gina M,XII AKL 1,2021
63.6,67.7,2.6,3,0,6.9,2,3,3,0,0,StudentExpanded,STU14281,Huda M,X TKJ 1,2023
90.7,59.7,-4.1,3,1,8.7,2,3,3,0,1,StudentExpanded,STU14282,Irvan M,X TKJ 2,2023
100.0,70.3,-1.8,4,0,5.3,2,3,3,2,0,StudentExpanded,STU14283,Joko2 M,X RPL 1,2023
75.9,87.3,-2.4,0,0,2.9,4,3,3,0,0,StudentExpanded,STU14284,Kartini M,X RPL 2,2023
92.3,60.3,0.2,2,1,0.5,0,3,3,1,1,StudentExpanded,STU14285,Lestari2 M,X AKL 1,2023
83.0,92.3,1.7,0,0,5.9,3,1,1,2,0,StudentExpanded,STU14286,Manuel M,XI TKJ 1,2022
74.6,61.7,3.3,3,1,2.9,2,3,3,4,1,StudentExpanded,STU14287,Nisa M,XI TKJ 2,2022
74.7,78.3,1.2,0,0,25.0,3,2,2,1,0,StudentExpanded,STU14288,Oscar M,XI RPL 1,2022
84.6,79.7,4.5,0,0,3.7,0,3,3,1,0,StudentExpanded,STU14289,Putri2 M,XI RPL 2,2022
85.9,89.0,5.5,0,0,2.6,3,3,3,0,0,StudentExpanded,STU14290,Rahma M,XI AKL 1,2022
88.6,36.7,4.3,3,1,1.0,2,1,1,3,1,StudentExpanded,STU14291,Adi M,XII TKJ 1,2021
66.1,88.7,-2.0,0,0,6.8,1,2,2,5,0,StudentExpanded,STU14292,Budi2 M,XII TKJ 2,2021
97.1,71.7,2.1,2,1,0.9,1,2,2,1,0,StudentExpanded,STU14293,Citra2 M,XII RPL 1,2021
95.7,66.3,1.6,2,1,0.5,1,3,3,2,0,StudentExpanded,STU14294,Dewi2 M,XII RPL 2,2021
86.2,58.0,5.7,4,0,1.0,0,2,2,2,1,StudentExpanded,STU14295,Eka2 M,XII AKL 1,2021
100.0,82.3,9.4,0,0,11.1,2,3,3,2,0,StudentExpanded,STU14296,Fajar2 M,X TKJ 1,2023
100.0,80.7,-1.1,0,0,13.2,3,3,4,2,0,StudentExpanded,STU14297,Gita2 M,X TKJ 2,2023
76.4,69.3,0.7,4,1,23.6,1,3,3,5,0,StudentExpanded,STU14298,Hadi2 M,X RPL 1,2023
64.6,62.3,0.4,3,1,2.5,2,3,3,0,1,StudentExpanded,STU14299,Indah2 M,X RPL 2,2023
70.7,55.0,3.7,2,0,9.2,1,3,4,2,1,StudentExpanded,STU14300,Joko3 M,X AKL 1,2023
75.8,72.7,-0.2,3,1,0.5,1,3,3,1,0,StudentExpanded,STU14301,Andi N,XI TKJ 1,2022
59.6,85.0,2.2,0,0,7.2,0,2,2,1,0,StudentExpanded,STU14302,Budi N,XI TKJ 2,2022
90.8,67.0,0.3,3,1,0.5,0,3,3,0,0,StudentExpanded,STU14303,Citra N,XI RPL 1,2022
60.8,52.3,-4.4,4,1,2.5,1,3,3,2,1,StudentExpanded,STU14304,Dewi N,XI RPL 2,2022
86.4,64.3,0.1,3,0,2.5,2,3,4,2,1,StudentExpanded,STU14305,Eka N,XI AKL 1,2022
97.6,67.7,0.8,3,1,15.4,2,1,1,1,0,StudentExpanded,STU14306,Fajar N,XII TKJ 1,2021
100.0,61.0,1.0,2,0,0.5,4,2,2,3,1,StudentExpanded,STU14307,Gita N,XII TKJ 2,2021
81.3,75.3,3.3,0,0,2.6,3,2,2,3,0,StudentExpanded,STU14308,Hadi N,XII RPL 1,2021
66.7,37.0,-1.0,3,0,0.5,0,2,2,2,1,StudentExpanded,STU14309,Indah N,XII RPL 2,2021
100.0,86.0,-2.9,0,0,1.9,2,1,1,1,0,StudentExpanded,STU14310,Joko N,XII AKL 1,2021
100.0,62.0,4.5,4,0,3.0,9,2,2,3,1,StudentExpanded,STU14311,Kartika N,X TKJ 1,2023
96.2,80.0,-1.1,0,0,0.5,1,2,2,4,0,StudentExpanded,STU14312,Lukman N,X TKJ 2,2023
70.6,54.7,0.9,1,1,3.3,1,1,1,5,1,StudentExpanded,STU14313,Maya N,X RPL 1,2023
59.9,48.3,0.5,4,1,0.5,1,2,2,3,1,StudentExpanded,STU14314,Nanda N,X RPL 2,2023
99.7,65.0,-4.3,3,1,4.0,3,2,2,2,0,StudentExpanded,STU14315,Omar N,X AKL 1,2023
82.1,65.3,4.7,4,1,0.7,2,3,4,4,0,StudentExpanded,STU14316,Putri N,XI TKJ 1,2022
100.0,68.7,1.2,4,0,3.4,3,3,3,3,0,StudentExpanded,STU14317,Rizky N,XI TKJ 2,2022
73.8,68.7,2.2,1,0,3.3,0,3,4,5,0,StudentExpanded,STU14318,Sari N,XI RPL 1,2022
100.0,66.7,4.1,1,0,0.5,1,3,3,2,0,StudentExpanded,STU14319,Tono N,XI RPL 2,2022
98.2,35.3,-0.1,3,1,2.7,0,2,2,4,1,StudentExpanded,STU14320,Ulya N,XI AKL 1,2022
84.8,92.3,2.1,0,0,8.2,4,2,2,1,0,StudentExpanded,STU14321,Vina N,XII TKJ 1,2021
87.4,64.0,0.9,1,1,0.5,4,3,3,2,1,StudentExpanded,STU14322,Wahyu N,XII TKJ 2,2021
66.8,71.0,2.7,1,0,1.1,2,3,4,5,0,StudentExpanded,STU14323,Xena N,XII RPL 1,2021
64.7,58.7,-0.8,2,0,0.5,1,2,2,5,1,StudentExpanded,STU14324,Yoga N,XII RPL 2,2021
86.6,59.3,5.1,2,1,7.7,4,2,2,4,1,StudentExpanded,STU14325,Zahra N,XII AKL 1,2021
76.0,70.7,-3.0,3,0,0.5,1,1,1,2,0,StudentExpanded,STU14326,Agus N,X TKJ 1,2023
87.5,69.7,4.5,4,0,3.8,0,1,1,2,0,StudentExpanded,STU14327,Bayu N,X TKJ 2,2023
79.9,37.3,4.7,2,1,0.5,1,1,1,6,1,StudentExpanded,STU14328,Cahaya N,X RPL 1,2023
99.8,100.0,1.3,0,0,1.2,0,3,3,3,0,StudentExpanded,STU14329,Dimas N,X RPL 2,2023
92.1,70.7,0.2,1,0,0.5,1,1,1,1,0,StudentExpanded,STU14330,Elin N,X AKL 1,2023
91.7,39.7,4.5,1,1,6.1,1,3,3,3,1,StudentExpanded,STU14331,Fadil N,XI TKJ 1,2022
89.1,78.3,3.2,0,0,0.5,2,2,2,1,0,StudentExpanded,STU14332,Glen N,XI TKJ 2,2022
92.5,89.7,-2.1,0,0,0.6,2,3,3,1,0,StudentExpanded,STU14333,Hana N,XI RPL 1,2022
82.8,64.0,2.0,4,0,0.5,1,3,4,4,1,StudentExpanded,STU14334,Irfan N,XI RPL 2,2022
99.5,68.7,-0.4,1,1,2.4,5,1,1,5,0,StudentExpanded,STU14335,Jasmine N,XI AKL 1,2022
100.0,79.7,1.6,0,1,3.9,1,3,4,2,0,StudentExpanded,STU14336,Koko N,XII TKJ 1,2021
93.1,59.3,2.2,1,1,6.5,1,2,2,4,1,StudentExpanded,STU14337,Lestari N,XII TKJ 2,2021
92.1,73.0,-2.1,1,0,25.0,1,1,1,2,0,StudentExpanded,STU14338,Mitra N,XII RPL 1,2021
77.1,51.7,-3.9,1,1,1.1,5,2,2,2,1,StudentExpanded,STU14339,Nopal N,XII RPL 2,2021
89.4,79.0,-1.4,0,0,2.3,0,3,4,2,0,StudentExpanded,STU14340,Olivia N,XII AKL 1,2021
73.5,47.3,4.1,4,1,6.5,2,1,1,1,1,StudentExpanded,STU14341,Prabu N,X TKJ 1,2023
73.5,63.7,0.7,3,0,4.8,2,3,3,3,1,StudentExpanded,STU14342,Raka N,X TKJ 2,2023
79.1,60.0,4.2,1,1,5.8,2,3,4,2,1,StudentExpanded,STU14343,Sinta N,X RPL 1,2023
100.0,57.0,5.6,2,0,0.5,3,3,3,3,1,StudentExpanded,STU14344,Taufik N,X RPL 2,2023
82.9,70.7,0.8,1,0,0.5,1,2,2,0,0,StudentExpanded,STU14345,Uci N,X AKL 1,2023
100.0,82.0,1.8,0,0,5.7,1,3,3,1,0,StudentExpanded,STU14346,Vera N,XI TKJ 1,2022
67.1,58.3,2.9,4,1,2.3,2,3,3,2,1,StudentExpanded,STU14347,Wulan N,XI TKJ 2,2022
86.9,74.0,-5.8,4,1,6.8,2,3,3,3,0,StudentExpanded,STU14348,Yanto N,XI RPL 1,2022
100.0,97.7,-1.6,0,0,0.5,2,3,3,4,0,StudentExpanded,STU14349,Zaki N,XI RPL 2,2022
93.3,58.7,0.2,2,1,5.1,2,3,4,1,1,StudentExpanded,STU14350,Aldi N,XI AKL 1,2022
62.9,45.7,3.6,3,1,0.5,0,3,4,3,1,StudentExpanded,STU14351,Bening N,XII TKJ 1,2021
65.4,68.3,-4.0,3,1,10.4,2,2,2,3,0,StudentExpanded,STU14352,Cakra N,XII TKJ 2,2021
90.9,58.0,2.6,4,1,1.9,2,3,4,5,1,StudentExpanded,STU14353,Darma N,XII RPL 1,2021
78.4,83.3,-1.2,0,0,2.0,0,2,2,2,0,StudentExpanded,STU14354,Elang N,XII RPL 2,2021
89.9,52.0,2.0,1,0,7.1,1,1,1,1,1,StudentExpanded,STU14355,Fitri N,XII AKL 1,2021
100.0,82.7,-0.8,0,0,9.3,2,3,4,2,0,StudentExpanded,STU14356,Gilang N,X TKJ 1,2023
74.4,71.0,-0.4,1,0,1.6,2,1,1,7,0,StudentExpanded,STU14357,Haris N,X TKJ 2,2023
73.0,54.0,-1.1,1,1,9.5,0,3,3,0,1,StudentExpanded,STU14358,Ika N,X RPL 1,2023
53.2,68.0,-0.8,3,0,19.3,3,3,3,3,0,StudentExpanded,STU14359,Janur N,X RPL 2,2023
99.8,89.0,4.0,0,0,3.5,4,1,1,3,0,StudentExpanded,STU14360,Kamil N,X AKL 1,2023
100.0,62.0,-2.8,3,1,4.9,3,3,3,3,1,StudentExpanded,STU14361,Lira N,XI TKJ 1,2022
69.7,92.0,-3.8,0,0,6.5,2,3,3,2,0,StudentExpanded,STU14362,Melda N,XI TKJ 2,2022
100.0,69.3,-3.2,1,1,1.3,3,3,3,1,0,StudentExpanded,STU14363,Naim N,XI RPL 1,2022
